Id,Partition,Code,Description,Brand,BrandType,ExtraData,SupplyPanel,supplyPanelLoc,Power,Frequency,Poles,Volt,Current,RPM,CosPhi,Effeciency,Mounting,FrameSize,Cooling,Duty,ThermalClass,IP,BearingDE,BearingNDE,GreaseBrand,GreaseBrandType,IntervalDays,QtyDE,QtyNDE,Weight
,Public,236MV15MT10,RMC Main motor,ABB,AML 630L6A BAM,"Torque: 55713 , Moment :576 , Noise: 90 , Maximum stalling time 3.0 / 2.0 s (cold/warm)
Number of consec. starts 3 / 2 (cold/warm)
Warm-up time constant 44 min
Cool-down time constant 118 min",,,2600,50,0,11000,369,994,0.85,97.1,IM 1002,,IC 81W,S1,F ttemp rise B,55,,,Shell,ALVANIA R2/R3,90,220,130,18490
,Public,436MB10MT10,CMC main drive,ABB,AML 710L6L BAM,,,,5800,50,6,11000,369,994,0.85,97.1,IM 1002,,IC 81W,S1,F ttemp rise B,55,6044 MC3 + NU 244 C3,NU 244 C3,Shell,ALVANIA R2/R3,90,220,130,18490
,Public,216DR27MT10,Raw Mill Drive MV Motor,TOSHIBA,,2512A.01,MVD401,HC-1,2800,0,0,11000,0,1000,0,0,,,,,,44,,,,,0,0,0,0
,Public,226DR27MT10,Raw Mill Drive MV Motor,TOSHIBA,,2512B.01,MVD402,HS-1,2800,0,0,11000,0,1000,0,0,,,,,,44,,,,,0,0,0,0
,Public,334FA01MT10,ID FA MOTOR,SIEMENS,,,,,2200,0,0,3300,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,60,60,0
,Public,114CR05MT10,Crusher For Limestone,TOSHIBA,,2103A.01,MVD101,HC-5,1600,0,6,11000,0,1000,0,0,B3,,A-4-S,,F Temp rise B,44,NU 230 C3,6234/C3,Shell,ALVANIA R3,90,120,90,10500
,Public,553SC12MR10,SCREW,,,,500MC09,B-50.3,1430,0,0,400,4.9,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,553SC13MT10,SCREW CONVEYOR,,,,500MC09,C-0.3,1430,0,0,400,6.1,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,5A3SC12MR10,SCREW,,,,500MC09,B-18.3,1430,0,0,400,4.9,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,5A3SC13MT10,SCREW CONVEYOR,,,,500MC09,C-0.1,1430,0,0,400,6.1,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,552BE05MR10,ELEVATOR AUXILIARY DRIVE,,,,500MC09,C-42.1,1400,0,0,400,1.96,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,216FA57MT10,Exhaust Fan Main Motor,,,2526A.01,MVD401,HC-2,1000,0,0,11000,0,1000,0,0,,,,,,44,NU 230/ C3,6230 /C3,Shell,ALVANIA R3,120,90,90,8600
,Public,226FA57MT10,Exhaust Fan MV Motor,,,2526B.01,MVD402,HS-2,1000,0,0,11000,0,1000,0,0,,,,,,44,NU 230/ C3,6230 /C3,Shell,ALVANIA R3,120,90,90,8600
,Public,334FA30MT10,FINAL FAN MOTOR,ABB,AMK 500L6A BAM,,,,800,50,0,11000,0,0,0,0,,,,,,55,6330 C3,6330 C3,Shell,ALVANIA R2/R3,180,100,100,0
,Public,436FA20MT10,EXHAUST FAN MOTOR,SIEMENS,,,,,790,50,6,690,820,0,0.84,95.8,IM B3,,IC 611,S1,F temp rise B,55,NU1028+6028C3,NU1026,Shell,ALVANIA R3,180,40,40,5200
,Public,325FA09MT10,BY PASS FAN,,,,,,780,0,0,690,0,0,0,0,,,,,,0,6226 C3VL0241,6226/C3,Shell,ALVANIA R3,120,20,20,0
,Public,218AB17MT10,Roots Blower,TOSHIBA,TIKK-FBK,2536A.01,LVD401,LC-1,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU328,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,218AB18MT10,Roots Blower,TOSHIBA,TIKK-FBK,2536B.01,LVD401,LC-2,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU328,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,228AB17MT10,Roots Blower Motor,TOSHIBA,TIKK-FBK,2536C.01,LVD402,LC-9,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU328,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,228AB18MT10,Roots Blower Motor,TOSHIBA,TIKK-FBK,2536D.01,LVD402,LC-9,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU328,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,312AB58MT10,Roots Blower,TOSHIBA,TIKK-FBK,2712A.01,LVD501,LC-3,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU332C3,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,312AB59MT10,Roots Blower,TOSHIBA,TIKK-FBK,2712B.01,LVD501,LC-4,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU332C3,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,312AB60MT10,Roots Blower,TOSHIBA,TIKK-FBK,2712C.01,LVD503,LC-11,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU332C3,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,312AB61MT10,Roots Blower,TOSHIBA,TIKK-FBK,2712D.01,LVD503,LC-12,250,50,6,380,0,990,0,0,,355L,,S1,F,44,NU332C3,6224,Shell,ALVANIA R3,60,100,100,2420
,Public,317FA57MT10,Cooling Fan # 3,,,2734A.01,LVD502,LC-7,230,0,0,380,0,1500,0,0,,,,,,44,6220,6220,Shell,ALVANIA R3,60,60,60,0
,Public,436SP18MT10,SEPARATOR MOTOR ,SIEMENS,,,,,200,50,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,120,20,20,0
,Public,105BC05MT10,Belt Conveyor For Raw Mix,,,2116A.01,MCC201,R5-C,200,0,0,380,0,1500,0,0,,,,,,44,,,Shell,ALVANIA R3,120,80,80,0
,Public,317FA55MT10,Cooling Fan # 2,TOSHIBA,TIKK-FCKW,2733A.01,MCC506,R3-C,180,50,4,380,0,1490,0,0,,315M,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1500
,Public,317FA63MT10,Cooling Fan # 7,TOSHIBA,TIKK-FCKW,2737A01,MCC503,R4-C,170,50,4,380,0,1490,0,0,,315M,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1500
,Public,115BC03MT10,Belt Conveyor,TOSHIBA,TIKK-FCKW,2109A.01,MCC101,F6-D,160,50,4,380,0,1490,0,0,,280L,A-4-S,S1,F temp rise b,44,6218,6218,Shell,ALVANIA R3,60,50,50,1070
,Public,418PF11MT10,Pneumatic Pump,TOSHIBA,TIKK-FCKW,3301A.01,,,160,50,8,380,0,744,0,0,,315L,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1830
,Public,418PF15MT10,Penumatic Pump,TOSHIBA,TIKK-FCKW,3301B.01,,,160,50,4,380,0,744,0,0,,315L,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1830
,Public,428PF11MT10,Penumatic Pump,TOSHIBA,TIKK-FCKW,3301C.01,,,160,50,4,380,0,744,0,0,,315L,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1830
,Public,428PF15MT10,Penumatic Pump,TOSHIBA,TIKK-FCKW,3301D.01,,,160,50,4,380,0,744,0,0,,315L,,S1,F,44,6220,6220,Shell,ALVANIA R3,60,60,60,1830
,Public,920CM01MT10,COMPRESSOR motor,,,,,,160,50,0,400,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,90,20,25,0
,Public,327FA08MT10,Cooler Fan No.4,SIEMENS,1LG63164PM80-Z,,,,160,50,4,690,0,1490,0.88,96.1,IM B 3 -/-,315L,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,1105
,Public,327FA10MT10,Cooler Fan No.6,SIEMENS,1LG63164PM80-Z,,,,160,50,4,690,0,1490,0.88,96.1,IM B 3 -/-,315 L,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,1105
,Public,327FA11MT10,Cooler Fan No.7,SIEMENS,1LG63164PM80-Z,,,,160,50,4,690,0,1490,0.88,96.1,IM B 3 -/-,315 L,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,1105
,Public,322BE09MT10,ELEVATOR,ABB,M3BP315MLA4B3,,320MC05,C0,160,50,4,400,0,1489,0.83,0,B3,,,S1,,55,NU 319/C3,6316 C3,Mobile,Mobilith SHC100,180,90,90,0
,Public,623FA77MT10,Booster Fan motor Feeder,SIEMENS,1LE15013AB434AB4-Z,,623FA77EC10,,154,50,4,400,270,1490,0.87,94.9,IMB3,315L,,S1,F,55,6319-C3,6319-C3 INS,,,0,0,0,940
,Public,115BC05MT10,Long Belt Conveyor 1 Motor 1,,,2110A.01,MCC101,R5-D,150,50,6,380,0,1000,0,0,B3,,A-4-S,,F temp rise B,44,6320,6320,Shell,ALVANIA R3,120,80,80,0
,Public,115BC05MT20,Long Belt Conveyor 1 Motor 2,TOSHIBA,TIP-FCKW4-EMW,2110A.02,MCC101,R4-D,150,50,6,380,0,990,0,0,,355L,A-4-S,S1,F temp rise B,44,6320,6320,Shell,ALVANIA R3,120,80,80,2700
,Public,115BC07MT10,Long Belt Conveyor 2 Motor 1,,,2110B.01,MCC201,F4-D,150,50,6,380,0,1000,0,0,B3,,A-4-S,,F temp rise B,44,,,Shell,ALVANIA R3,120,80,80,0
,Public,115BC07MT20,Long Belt Conveyor 2 Motor 2,TOSHIBA,TIP-FCKW4-EMW,2110B.02,MCC201,F5-D,150,50,6,380,0,990,0,0,B3,355L,A-4-S,S1,F temp rise B,44,6320,6320,Shell,ALVANIA R3,120,80,80,2700
,Public,317FA59MT10,Cooling Fan # 5,TOSHIBA,TIKK-FCKW,2735A.01,MCC503,F3-C,132,50,4,380,0,1490,0,0,,280L,,S1,F,44,6218,6218,Shell,ALVANIA R3,60,50,50,1020
,Public,317FA61MT10,Cooling Fan # 6,TOSHIBA,TIKK-FCKW,2736A.01,MCC503,F4-C,132,50,4,380,0,1490,0,0,,280L,,S1,F,44,6218,6218,Shell,ALVANIA R3,60,50,50,1020
,Public,912PU03MT10,MOTOR OF WATER PUMP,,,,900MC05,16E,132,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,90,70,0
,Public,327FA09MT10,Cooler Fan No.5,SIEMENS,1LG63134PM80-Z,,,,132,50,4,400,0,1488,0.88,95.9,IM B 3 -/-,315 M,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,965
,Public,327FA12MT10,Cooler Fan No.8,SIEMENS,1LG63134PM80-Z,,,,132,50,4,690,0,1488,0.88,95.9,IM B 3 -/-,315 M,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,965
,Public,327FA13MT10,Cooler Fan No.9,SIEMENS,1LG63134PM80-Z,,,,132,50,4,690,0,1488,0.88,0.88,IM B 3 -/-,315 M,IC 411,S1,F,55,6319 C3,6319 C3,Mobile,Mobilith SHC100,120,20,20,965
,Public,316BP35MT10,Primary Air Fan,LAMMERS,1TZ9501-3AA234AB4-Z,2730A.01,,,132,0,0,380,0,3000,0,0,,,,S1,,44,6313/C3,6313/C3,Mobile,MOBILITH SHC100,120,30,0,0
,Public,317FA53MT10,Cooling Fan # 1B,ABB,,2732B,LVD502,LC-6,132,0,0,380,0,0,0,0,,,,,,44,6319/C3,6316/C3,Shell,ALVANIA R3,180,70,70,0
,Public,920HD10EC10,COMPRESSOR DRYER,,,,900MC05,F-58.1,132,50,4,380,0,0,0,0,,280L,,,,44,,,,,0,0,0,0
,Public,920HD22EC10,COMPRESSOR DRYER,,,,900MC05,F-58.2,132,50,4,380,0,0,0,0,,280L,,,,44,,,,,0,0,0,0
,Public,912FA20MT10,MOTOR OF COOLING TOWER WATER PUMP,,,,900MC05,6E,132,0,0,400,232,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,313FA47MT10,Primary Air Fan,TOSHIBA,TIKK-FCKW,2724A.01,MCC502,F8-D,120,50,2,380,0,2970,0,0,,280L,,S1,F,44,6214C3,6214C3,Shell,ALVANIA R3,30,40,40,1150
,Public,313FA57MT10,Cooling Fan,,,2722A.01,MCC502,F6-D,120,0,0,380,0,3000,0,0,,,,,,44,,,,,0,0,0,0
,Public,325GO29MR10,PELLETISER SCRATCHING OUT MOTOR,SIEMENS,,,320MC05,C42.2,120,50,0,400,220,1500,0.84,0,,,,,,0,,,,,0,0,0,0
,Public,327FA06MT10,Cooler Fan No.2,SIEMENS,1LG63102PM80-Z,,,,110,50,2,690,0,2982,0.91,95.5,IM B 3 -/-,315 S,IC 411,S1,F,55,6219 C3,6219 C3,Mobile,Mobilith SHC100,60,15,15,790
,Public,327FA07MT10,Cooler Fan No.3,SIEMENS,1LG63102PM80-Z,,,,110,50,2,690,0,2982,0.91,95.5,IM B 3 -/-,315 S,IC 411,S1,F,55,6219 C3,6219 C3,Mobile,Mobilith SHC100,60,15,15,790
,Public,10BBC11MT10,Belt Conveyor For Clay,TOSHIBA,TIKK-FCKW8,2402A.01,MCC202,R2-D,110,50,4,380,0,1490,0,0,,280L,,S1,F,44,6218,6218,Shell,ALVANIA R3,60,50,50,1200
,Public,202BC09MT10,Belt Conveyor For Raw Mix,TOSHIBA,IDF-CHKRW11,2205A.01,MCC401,F7-D,110,50,4,380,0,1480,0.91,0,,280L,IC411,S1,F temp rise R,44,6220CM,6220CM,Shell,ALVANIA R3,60,50,50,0
,Public,436BE16MT10,ELEVATOR,,,,,,110,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,90,70,0
,Public,624AB09MT10,Blower 2 to calciner burner,"Aerzener
Aerzener","Aerzener 315S/M-04,110KW,380V,50HZ,1490RPM,200A,0.87PF",,620MC05,,110,0,0,400,200,1490,0,0,,,,,,0,6319-C3,6319-C3,Mobile,Mobil Polyrex EM,90,45,34,0
,Public,624AB09MT10,Blower 2 to calciner burner,,,,,,110,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobil Polyrex EM,90,45,34,0
,Public,624AB11MT10,Blower 1 to calciner burner,,,,,,110,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobil Polyrex EM,90,45,34,0
,Public,403CR07MT10,Gypsum Crusher,TOSHIBA,TIP-FBKW4-EMW,3103A.01,,,110,50,8,380,0,740,0,0,,315M,,S1,F,44,NU2224,6320,Shell,ALVANIA R3,360,80,80,1600
,Public,314VN17MT10,GCT water pump 1,,,,,3M10,90,0,0,400,163,0,0,0,,,,,,0,,,Shell,ALVANIA R3,30,50,50,0
,Public,314VN19MT10,GCT water pump 2,,,,,4M9,90,0,0,400,163,0,0,0,,,,,,0,,,Shell,ALVANIA R3,30,50,50,0
,Public,202BC03MT10,Belt Conveyor For Raw Mix,TOSHIBA,TIKK-FCKW8,2202A.01,MCC401,F6-E,90,50,4,380,0,1470,0,0,,280S,,S1,F,44,6220,6315ZZ,Shell,ALVANIA R3,90,80,0,860
,Public,323FA24MT10,PRECALCINER PRIMARY AIR FAN,,,,320MC05,D0,90,0,0,400,0,1500,0,0,,,,,,0,6316 C3,6316 C3,Mobile,Mobilith SHC100,120,35,35,0
,Public,326FA33MT10,KILN PRIMARY AIR BLOWER,,,,321MC05,C-0,90,0,0,400,0,3000,0,0,,,,,,0,6316/C3,6316/C3,Mobile,Mobilith SHC100,120,35,35,0
,Public,317FA51MT10,Cooling Fan # 1A,ABB,,2732A,LVD502,LC-6,90,0,0,380,0,0,0,0,,,,,,44,6316 /C3 ,6316/C3VL0241 ,Shell,ALVANIA R3,180,90,70,0
,Public,327FA05MT10,Cooler Fan No.1,SIEMENS,1LG6-283-2MB-Z,,,,82.8,50,2,690,0,2978,0.9,95.3,IM B 3 -/-,280M,IC 411,S1,F,55,6217 C3,6217 C3,Mobile,Mobilith SHC100,90,15,15,615
,Public,317CR71MT10,Clinker Breaker,TOSHIBA,TIKK-FBKW,2731A.04,MCC504,F5-D,75,50,8,380,0,740,0,0,,280L,,S1,,44,NU324,6220,Shell,ALVANIA R3,60,80,80,1100
,Public,329PA01MT10,DRAWN PAN CONVEYOR,,,,321MC05,D-0,75,0,0,400,0,1500,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,70,70,0
,Public,432BC19MT10,REINFORCED BELT CONVEYOR,,,,430MC05,D-60,75,0,0,400,135,160,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,70,70,0
,Public,438BE08MT10,ELEVATOR,,,,,,75,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,70,70,0
,Public,114DC07MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2108A.01,MCC101,F5-D,75,50,4,380,0,1500,0,0,,250M,A-4-S,S1,F temp rise B,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,50,670
,Public,325FA37MT10,FAN FILTER 325DC24,,,,320MC05,I0,75,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,90,70,70,0
,Public,553FA10MT10,FAN FILTER,,,,500MC09,C-8,75,0,0,400,135,0,0,0,,,,,,0,,,Shell,ALVANIA R3,90,70,70,0
,Public,5A3FA10MT10,FAN FILTER,,,,500MC09,D-6,75,0,0,400,135,0,0,0,,,,,,0,,,Shell,ALVANIA R3,90,70,70,0
,Public,317FA65MT10,Cooling Fan # 8,TOSHIBA,TIKK-FCKW8,2753A.01,MCC503,R3-D,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,670
,Public,317FA69MT10,Cooling Fan # 10,TOSHIBA,TIKK-FCKW8,2755A.01,MCC503,R2-E,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,670
,Public,319CB05MT10,Pan Conveyor  # 1,TOSHIBA,TIKK-FCKW8,3002A.01,MCC504,R3-E,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ (Old)/6217ZZ (New),Shell,ALVANIA R3,90,50,0,670
,Public,319CB07MT10,Pan Conveyor  # 2,TOSHIBA,TIKK-FCKW8,3002B.01,MCC504,R2-E,75,50,4,380,0,1470,0,0,,250M,,S1,,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,670
,Public,416FA45MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3223A.01,,,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,670
,Public,426FA45MT10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,3223B.01,,,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,670
,Public,624AB29MT10,Blower 2 to kiln burner,"Aerzener
Aerzener","Aerzener 280S/M-02,75Kw, 380V,50Hz,2975RPM,131A, PF 0.91",,620MC05,,75,0,0,400,131,2975,0,0,,,,,,0,6314-C3,6314-C3,Mobile,Mobil Polyrex EM,90,27,27,0
,Public,624AB27MT10,Blower 1 to kiln burner,,,,,,75,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobil Polyrex EM,90,27,27,0
,Public,624AB29MT10,Blower 2 to kiln burner,,,,,,75,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobil Polyrex EM,90,27,27,0
,Public,322BE01MT10,ELEVATOR,,,,320MC05,E0,75,0,0,400,0,1500,0,0,,,,,,0,NU 316/C3,6316/C3,Mobile,Mobilith SHC100,120,70,90,0
,Public,402CB75MT10,Pan Conveyor,TOSHIBA,TIKK-FCKW8,3016B.01,,,75,50,4,380,0,1470,0,0,,250M,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,120,50,0,670
,Public,402CB73MT10,Pan Conveyor,TOSHIBA,TIKK-FCKW8,3016A.01,,,75,50,4,380,0,1470,0,0,,250M,,S1,,44,6218,6313ZZ,Shell,ALVANIA R3,120,50,0,670
,Public,202BC06MT10,CONVEYOR,,,,210MC04,B-24,75,0,0,400,0,0,0,0,,,,,,0,NU 316/C3,6316/C3,Mobile,Mobilith SHC100,180,70,70,0
,Public,202BC11MT10,CONVEYOR,,,,210MC04,B-0,75,0,0,400,0,0,0,0,,,,,,0,NU 316/C3,6316/C3,Mobile,Mobilith SHC100,180,70,70,0
,Public,436MB10MT20,MILL AUXILIARY DRIVE,,,,,,75,0,0,400,0,0,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,180,70,70,0
,Public,105ST01MT00,Raw mix stacker belt conveyor,,,2117A.03,,,75,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,318FA37MT10,Feeder (VSD Panel 1),,,,,1M7,60,0,0,400,109,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,318FA45MT10,Feeder (VSD Panel 2),,,,,2M5,60,0,0,400,109,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,910PU33MT10,Industrial Water Pump,TOSHIBA,TIKK-FCKW8,4119A.01,MCC801,F4-E,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,30,620
,Public,910PU35MT10,Industrial Water Pump,TOSHIBA,TIKK-FCKW8,4119B.01,MCC801,F5-E,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,30,620
,Public,910PU37MT10,Industrial Water Pump,TOSHIBA,TIKK-FCKW8,4119C.01,MCC801,F6-E,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,30,620
,Public,912PU11MT10,Cooling Water Distribution Pump,TOSHIBA,TIKK-FCKW8,4133A.01,MCC502,R4-E,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,30,670
,Public,912PU11MT20,Cooling Water Distribution Pump,TOSHIBA,TIKK-FCKW8,4133B.01,MCC502,R3-F,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,30,670
,Public,912PU11MT30,Cooling Water Distribution Pump,TOSHIBA,TIKK-FCKW8,4133C.01,MCC506,R1-E,55,50,2,380,0,2920,0,0,,250M,,S1,F,44,6313C3,6313C3,Shell,ALVANIA R3,60,30,0,670
,Public,105BC01MT10,Belt Conveyor For Raw Mix,TOSHIBA,TIKK-FCKW8,2114A.01,MCC201,R6-D,55,50,4,380,0,1465,0,0,,250S,,S1,,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,10BBC03MT10,Belt Conveyor For Clay,TOSHIBA,TIKK-FCKW8,2312A.01,MCC202,F3-D,55,50,4,380,0,1500,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,312BE41MT10,Bucket Elevator,TOSHIBA,TIKK-FCKW8,2613A.01,312MC05,R6-D,55,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,312BE72MT10,Bucket Elevator,TOSHIBA,TIKK-FCKW8,2613B.01,312MC05,R5-E,55,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,645HS13MT10,Fuel Oil Pump,TOSHIBA,TIKK-FCKW8,2745A.01,MCC504,R5-D,55,50,4,380,100,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,645HS13MT20,Fuel Oil Pump,TOSHIBA,TIKK-FCKW8,2745A.02,MCC504,R4-E,55,50,4,380,100,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,325PU43MT10,CONDITIONING TOWER PUMP 1,,,,320MC05,F0,55,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,120,70,70,0
,Public,325PU44MT10,CONDITIONING TOWER PUMP 2,,,,320MC05,G0,55,0,0,400,0,1500,0,0,,,,,,0,,,Shell,ALVANIA R3,120,70,70,0
,Public,312SC65MT10,Screw Conveyor,TOSHIBA,TIKK-FCKW8,2718A.01,MCC502,F5-E,55,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,,,0,0,0,540
,Public,543PM07MT10,Rotary Packer,,,SCP3422D.01,MCC702,F8-C,55,0,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,911TN27MT10,Potable Water Tank Inlet Valve (Prodcution Line ),,,4123A.01,MCC502,R1-B,55,50,0,380,100,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,644HT03MT10,Circulating Pump,,,4204A.01,MCC703,F4-F,45,50,0,380,85,3000,0,0,,,,,,0,,,Shell,ALVANIA R3,60,30,30,0
,Public,317FA67MT10,Cooling Fan # 9,TOSHIBA,TIKK-FCKW8,2754A.01,MCC503,R3-C,45,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,Shell,ALVANIA R3,90,50,0,540
,Public,912PU04MT10,MOTOR OF WATER PUMP (STAND BY),,,,900MC05,16E,45,0,0,400,83,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,90,90,70,0
,Public,912PU08MT10,WATER TRANSFER PUMP 1,,,,900MC05,C-16,45,50,0,400,83,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,120,60,60,0
,Public,912PU08MT10,MOTOR OF WATER PUMP,,,,900MC05,8E,45,0,0,400,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,120,60,60,0
,Public,610CM01MT10,COMPRESSOR-1,,,,,2M4,45,0,0,400,82,0,0,0,,,,,,0,,,Shell,Mobilith SHC100,180,70,70,0
,Public,610CM03MT10,COMPRESSOR-2,,,,,3M9,45,0,0,400,82,0,0,0,,,,,,0,,,Shell,Mobilith SHC100,180,70,70,0
,Public,208AS19MT10,Fan Exhaust,TOSHIBA,TIKK-FCKW8,2550A.01,314MC05,F3-E,45,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,,,0,0,0,540
,Public,208DC21MR10,Exhaust Fan,TOSHIBA,TIKK-FCKW8,2550B.01,314MC05,R3-F,45,50,4,380,0,1465,0,0,,250S,,S1,F,44,6218,6313ZZ,,,0,0,0,540
,Public,226DA55MR10,Secondary Air Fan,,,2529B.01,22MC05,R8-E,45,0,0,380,0,1000,0,0,,,,,,44,,,,,0,0,0,0
,Public,314DA03MT10,Secondary Air Fan,,,2529A.01,210MC05,R9-E,45,0,0,380,0,1000,0,0,,,,,,44,,,,,0,0,0,0
,Public,315MX63MT10,Mixer,TOSHIBA,TIKK-FCKW8,2916A.01,MCC505,R2-C,45,50,6,380,0,975,0,0,,250S,,S1,F,44,6218,6313ZZ,,,0,0,0,540
,Public,315QM65MT10,Pelletizer Main Drive,TOSHIBA,TIKK-FBKW8,2918A.01,MCC505,R4-D,45,50,6,380,0,975,0,0,,250S,,S1,F,44,NU218,6313ZZ,,,0,0,0,540
,Public,315QM65MT20,Pelletizer,,,2918A.02,MCC505,R3-F,45,0,0,380,0,1000,0,0,,,,,,44,,,,,0,0,0,0
,Public,503VC01MT10,Vacuum Cleaner Blower Motor,,,3451A.01,MCC701,R6-F,45,0,0,380,0,1500,0,0,,,,,,54,,,,,0,0,0,0
,Public,503VC03MT10,Vacuum Cleaner Blower Motor,,,3451B.01,MCC702,R1-B,45,0,0,380,0,1500,0,0,,,,,,44,,,,,0,0,0,0
,Public,622BC05MT10,Belt conveyor,SEW,DRE225M4/F1/TF,,620MC05,,45,0,0,400,84,1478,0.83,0,,,,,,0,,,,,0,0,0,0
