Id,Partition,Code,Description,Brand,BrandType,ExtraData,SupplyPanel,supplyPanelLoc,Power,Frequency,Poles,Volt,Current,RPM,CosPhi,Effeciency,Mounting,FrameSize,Cooling,Duty,ThermalClass,IP,BearingDE,BearingNDE,GreaseBrand,GreaseBrandType,IntervalDays,QtyDE,QtyNDE,Weight
,Public,314FA69MT10,Final Fan,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,120,120,0
,Public,164FA01MT10,NEW CLAY CRUSHER FILTER FAN,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,20,20,0
,Public,164RL01MT10,NEW CLAY CRUSHER FAST ROLLER MOTOR,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,40,40,0
,Public,314FA69MT10,Final Fan,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,120,120,0
,Public,236BC10MT10, Belt Coveyor 75KW 400V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,15,15,0
,Public,325FA51MT10,FAN HEAT EXCHANGER,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R2/R3,180,20,20,0
,Public,327DR15MT10,GRATE DRIVE PUMP GD-P1,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,70,70,0
,Public,327DR15MT20,GRATE DRIVE PUMP GD-P2,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,70,70,0
,Public,610CM05MT10,Coal Mill Compressor,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,20,20,0
,Public,614AB47MT10,Coal Mill Blower 1,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,180,34,34,0
,Public,315FA39MT30,Primary Ventilation Fan for 2906A.01 30KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,30,30,0
,Public,913FS01MT10,H.P. Water System Fir Pump 132KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,50,50,0
,Public,913FS01MT20,H.P. Water System Fir Pump 132KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,50,50,0
,Public,913FS01MT30,Jockay Pump  15KW  380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,30,30,0
,Public,164CR01MT10,Coares Clay Crusher A 110KW 380V 2302A.01,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,50,50,0
,Public,164CR01MT20,Coares Clay Crusher A 110KW 380V 2302A.02,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,50,50,0
,Public,313FA77MT10,New ID Fan # A 1200 kw 11000 volt,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,40,40,0
,Public,313FA79MT10,New ID Fan # B 1200 kw 11000 volt,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,40,40,0
,Public,922CM01MT10,Air Plant Compressor 250 KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,90,90,0
,Public,922CM03MT10,Air Plant Compressor 250 KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,90,90,0
,Public,922CM05MT10,Air Plant Compressor 250 KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,180,90,90,0
,Public,613DR10MT10,Coal Mill,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,360,95,70,0
,Public,613FA55MT10,Coal Mill Fan,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,360,85,55,0
,Public,613FA77MT10,Coal Mill Booster Fan,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Mobile,Mobilith SHC100,360,40,40,0
,Public,105ST07MT30,R.Mix Stacker Belt Conveyor 75KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,360,15,15,0
,Public,10BQR09MT10,Clay Reclaimer Rake 90 KW 380V,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,360,15,15,0
,Public,316DR27MT10,Kiln Main Drive #A 260 KW 440 VDC,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,360,50,50,0
,Public,316DR27MT20,Kiln Main Drive #A 260 KW 440 VDC,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,Shell,ALVANIA R3,360,50,50,0
,Public,317DR13MT20,Cooler Grate #1 Motor Cooling Fan,SIEMENS,,2731A.01,,,0,50,0,380,0,0,0,0,,,,,,0,6203/ZZ/C3,6202/ZZ/C3,,,0,0,0,0
,Public,317DR17MT20,Cooler Grate #3 Motor Cooling Fan,,,2731A.03,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,501HD63HT10,Compressor Air Dryer,,,SCP3455B.01,MCC702,F9-A,0,0,0,380,0,1500,0,0,,,,,,54,,,,,0,0,0,0
,Public,10BST01MT10,Clay Stacker Motor#1,,,2313A.01,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,523DC21MT20,Exhaust Fan Motor,,,3437B.01,MCC702,R7-F,0,50,0,380,0,0,0,0,,,,,,0,NU 312 ECJ C3,6310 C3,,,0,0,0,0
,Public,922CM07MT10,Packer compressor Motor,COMPAIR,,3706,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,620CM01MT10,Compressor,,,,,,0,50,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,620CM03MT10,Compressor,,,,,,0,50,0,400,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,317DR15MT20,Cooler Grate #2 Motor Cooling Fan,SIEMENS,,,,,0,50,0,380,0,0,0,0,,,,,,0,6203/ZZ/C3,6202/ZZ/C3,,,0,0,0,0
,Public,115ST01MT20,Limestone Stacker Travelling,,,2117A.02,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,105ST01MT01,Raw mix stacker hoisting,,,2117A.04,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,105ST01MT03,Raw mix stacker brake,,,2117A.05,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,105ST01MT05,Raw mix stacker brake,,,2117A.06,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,403AF05MT20,PRIMARY VENT. FAN 3102A.04 MOTOR,,,3102A.04,,,0,50,0,380,0,0,0,0,,,,,,0,6204 2Z/C3,6203 2RSC3,,,0,0,0,0
,Public,403AF05MT30,Secondary VENT. FAN 3102A.04 MOTOR,,,3102A.01,,,0,50,0,380,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,920CM03MT10,COMPRESSOR MOTOR,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,920CM05MT10,COMPRESSOR MOTOR,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,614AB49MT10,Coal Mill Blower 2,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,614AB51MT10,Coal Mill Blower 3,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,614AB53MT10,Coal Mill Blower 4,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,623FA55MT10,Mill Fan Motor,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,623FA77MT10,Booster Fan motor,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,623MV21MT10,Coal Mill Main Motor,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,920CM03MT10,COMPRESSOR MOTOR,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,920CM05MT10,COMPRESSOR MOTOR,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,,0,0,0,0
,Public,316BP35MT10,Circuation Pump  37KW  380V 2746A.02,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,ALVANIA R3,30,30,30,0
,Public,316BP35MT20,Circuation Pump  37KW  380V 2746A.03,,,,,,0,0,0,0,0,0,0,0,,,,,,0,,,,ALVANIA R3,30,30,30,0
