Id,Partition,Code,Description,Brand,BrandType,InstrumentType,SignalType,SupplyVoltage,Wiring,Communication,GalvanicIsolation,OperationalUnit,ScaleRange,LimitHH,LimitH,LimitL,LimitLL,Softawre,ExtraData
,Public,236MV15YS22,Grinding Roller 1 Rotation Speed(4:14) ,PEPPERl+FUCHS,KFU8-FSSP-1.D,Speed/RPM,4…20mA,230V,4-wire,,,rpm,0-100,85,75,45,0,,
,Public,236MV15YS24,Grinding Roller 2 Rotation Speed(4:24) ,PEPPERl+FUCHS,KFU8-FSSP-1.D,Speed/RPM,4…20mA,230V,4-wire,,,rpm,0-100,85,75,45,0,,
,Public,236MV15YS26,Grinding Roller 3 Rotation Speed(4:34) ,PEPPERl+FUCHS,KFU8-FSSP-1.D,Speed/RPM,4…20mA,230V,4-wire,,,rpm,0-100,85,75,45,0,,
,Public,236MV15YS28,Grinding Roller 4 Rotation Speed(4:44) ,PEPPERl+FUCHS,KFU8-FSSP-1.D,Speed/RPM,4…20mA,230V,4-wire,,,rpm,0-100,85,75,45,0,,
,Public,236MV15YS97,Classifier Rotation Speed(10:01) Speed,PEPPERl+FUCHS,KFU8-FSSP-1.D,Speed/RPM,4…20mA,230V,4-wire,,,rpm,0-94,94,94,32,30,,
,Public,236MV15YT10,Mill Motor winding 1 temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,236MV15YT11,Mill Motor winding 2 temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,236MV15YT12,Mill Motor winding 3 temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,236MV15YT13,Mill Motor Bearing 1 temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,95,75,0,0,,
,Public,236MV15YT14,Mill Motor Bearing 2 temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,95,75,0,0,,
,Public,236MV15YT21,Grinding Roller 1 Temp(4:13) ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,0,0,,
,Public,236MV15YT23,Grinding Roller 2 Temp(4:23) ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,0,0,,
,Public,236MV15YT25,Grinding Roller 3 Temp(4:33) ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,0,0,,
,Public,236MV15YT27,Grinding Roller 4 Temp(4:43),LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,0,0,,
,Public,236MV15YT95,Classifier Bearing 1 Temperature Temperature,LOREME,CNL45/TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-150,105,85,0.8,0.5,,
,Public,236MV15YT96,Classifier Bearing 2 Temperature Temperature,LOREME,CNL45/TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-150,119,105,0.8,0.5,,
,Public,236MV15YT99,Classifier Gearbox Lubrication Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,85,75,0,0,,
,Public,236MV15YV17,Mill Motor Bearing 1 Vibration ,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,7,4.5,0.8,0.5,,
,Public,236MV15YV18,Mill Motor Bearing 2  Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,7,4.5,0.8,0.5,,
,Public,236MV15YV20,Mill Vibration,SCHENCK,VIBROCONTROL 1000+VS68,Vibro Sensor,4…20mA,230V,4-wire,,,MM/S,0-50,0,0,10,16,,
,Public,236MV15YZ1,Grinding Roller 1 actual Position ,BALLUFF,BTL0324,Positioner,4…20mA,24V,4-wire,,,mm,0-250,250,250,12,12,,
,Public,236MV15YZ2,Grinding Roller 2 actual Position ,BALLUFF,BTL0324,Positioner,4…20mA,24V,4-wire,,,mm,0-250,250,250,12,12,,
,Public,236MV15YZ3,Grinding Roller 3 actual Position ,BALLUFF,BTL0324,Positioner,4…20mA,24V,4-wire,,,mm,0-250,250,250,12,12,,
,Public,236MV15YZ4,Grinding Roller 4 actual Position ,BALLUFF,BTL0324,Positioner,4…20mA,24V,4-wire,,,mm,0-250,250,250,12,12,,
,Public,226MS35YT10,Raw Mill 2 Trunnion Bearing Temp Feed side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,66,70,,
,Public,226MS35YT20,Raw Mill 2 Trunnion Bearing Temp Dish side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,68,74,,
,Public,226MS35YT30,Mill Trunion Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-500,0,0,400,450,,
,Public,216MS35YT10,Raw Mill 1 Trunnion Bearing Feed Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,66,70,,
,Public,216MS35YT20,Raw Mill 1 Trunnion Bearing Dish Side Temp.,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,68,74,,
,Public,216MS35YT30,Milll Trunion Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-500,0,0,450,480,,
,Public,436MB10YF50,Mill Ring Gear Lub. Unit Flow,ELETTA,S25-FSS65,Flowmeter,4…20mA,24V,4-wire,,,l/m,0-500,230,270,500,500,,
,Public,436MB10YP30,Mill Fixed Bearing Oil Pressure HPA Pressure,SCHNEIDER,XMLG400D21,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-400,30,80,250,300,,
,Public,436MB10YP31,Mill Fixed Bearing Oil Pressure HPB Pressure,SCHNEIDER,XMLG400D21,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-400,30,80,250,300,,
,Public,436MB10YP40,Mill Free Bearing Oil Pressure HPC Pressure,SCHNEIDER,XMLG400D21,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-400,30,80,250,300,,
,Public,436MB10YP41,Mill Free Bearing Oil Pressure HPD Pressure,SCHNEIDER,XMLG400D21,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-400,30,80,250,300,,
,Public,436MB10YP50,Mill Ring Gear Lub. Unit Pressure,Danfos,MBS3000,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0,16,16,,
,Public,436MB10YP51,Mill Ring Gear Lub. Unit Pressure,Danfos,MBS3000,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0.8,1,8,16,,
,Public,436MB10YP52,Mill Ring Gear Lub. Unit Pressure,Danfos,MBS3000,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0.8,1,8,16,,
,Public,436MB10YP60,Mill Reducer Bearings Spline Pressure,Danfos,MBS3000,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0.5,16,16,,
,Public,436MB10YP61,Mill Reducer Bearings Spline Pressure,Danfos,MBS3000,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0,0.5,16,16,,
,Public,436MB10YT30,Outlet Side Bearing Temperature Shoe A Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT31,Outlet Side Bearing Temperature Shoe A Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT32,Outlet Side Bearing Temperature Shoe B Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT33,Outlet Side Bearing Temperature Shoe B Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT34,Mill Fixed Bearing Oil Tank Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,25,29,55,60,,
,Public,436MB10YT40,Inlet Side Bearing Temperature Shoe C Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT41,Inlet Side Bearing Temperature Shoe C Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT42,Inlet Side Bearing Temperature Shoe D Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT43,Inlet Side Bearing Temperature Shoe D Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,90,,
,Public,436MB10YT44,Mill Free Bearing Oil Tank Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,23,28,55,60,,
,Public,436MB10YT50,Mill Ring Gear Lub. Unit Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,8,20,75,80,,
,Public,436MB10YT51,Mill Ring Gear Lub. Unit Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,8,20,75,80,,
,Public,436MB10YT52,Mill Ring Gear Lub. Unit Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,8,20,75,80,,
,Public,436MB10YT53,Mill Ring Gear Lub. Unit Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,8,20,75,80,,
,Public,436MB10YT54,Mill Ring Gear Lub. Unit Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,8,20,75,80,,
,Public,436MB10YT70,Mill Reducer Bearings Temperature 1 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,29,30,85,95,,
,Public,436MB10YT71,Mill Reducer Bearings Temperature 2 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT72,Mill Reducer Bearings Temperature 3 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT73,Mill Reducer Bearings Temperature 4 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT74,Mill Reducer Bearings Temperature 5 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT75,Mill Reducer Bearings Temperature 6 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT76,Mill Reducer Bearings Temperature 7 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT77,Mill Reducer Bearings Temperature 8 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT78,Mill Reducer Bearings Temperature 9 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YT79,Mill Reducer Bearings Temperature 10 Temperature,LOREME,CNL40/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-100,20,30,85,95,,
,Public,436MB10YV10,Mill Main Motor Bearing Vibration Meas. 1,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4,7,,
,Public,436MB10YV11,Mill Main Motor Bearing Vibration Meas. 2,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4,7,,
,Public,436MB10YV70,Mill Reducer HS Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YV71,Mill Reducer HS Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YV72,Mill Reducer MS1R Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YV73,Mill Reducer MS1R Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YV74,Mill Reducer MS1L Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YV75,Mill Reducer MS1L Bearing Vibration,ONEPROD,ASH426,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-30,0,0,4,5,,
,Public,436MB10YZ70,Mill Reducer Axial Displacement Position,SICK, IMA30-20BE1ZC0K,Positioner,4…20mA,24V,2-wire,,,mm,0-20,0.5,2.5,7.5,10,,
,Public,226MB25YP10,RM Inlet Pressure,SIEMENS ,SITRANCE P,Pressure Transmitter,4…20mA,24V,2-wire,,,mmH2o,-300,-50,-100,0,0,,
,Public,226MB25YP20,RM Outlet Pressure,SIEMENS ,SITRANCE P,Pressure Transmitter,4…20mA,24V,2-wire,,,mmH2o,-1000,-1000,-800,0,0,,
,Public,226MB25YT10,RM Gas Inlet Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-600,0,0,420,450,,
,Public,226MB25YT20,RM Gas Outlet Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,140,200,,
,Public,216MB25YP10,RM Inlet Gas Pressure,SIEMENS ,SITRANCE P,Pressure Transmitter,4…20mA,24V,2-wire,,,mmH2o,-300,-50,-100,0,0,,
,Public,216MB25YP20,RM Outlet Pressure,SIEMENS ,SITRANCE P,Pressure Transmitter,4…20mA,24V,2-wire,,,mmH2o,-1000,-1000,-800,0,0,,
,Public,216MB25YT10,RM Gas Inlet Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-600,0,0,420,450,,
,Public,216MB25YT20,RM Gas Outlet Temperature,SIEMENS ,SITRANCE TF/ Local TC TYPE K,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,140,200,,
,Public,236LU60YP52,Mill Gear Box Lub-Titling Pad Bearing1 Pressure(2:11) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP53,Mill Gear Box Lub-Titling Pad Bearing2 Pressure(2:12) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP54,Mill Gear Box Lub-Titling Pad Bearing3 Pressure(2:13) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP55,Mill Gear Box Lub-Titling Pad Bearing4 Pressure(2:14) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP56,Mill Gear Box Lub-Titling Pad Bearing5 Pressure(2:15) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP57,Mill Gear Box Lub-Titling Pad Bearing6 Pressure(2:16),Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP58,Mill Gear Box Lub-Titling Pad Bearing7 Pressure(2:17) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP59,Mill Gear Box Lub-Titling Pad Bearing8 Pressure(2:18) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP5A,Mill Gear Box Lub-Titling Pad Bearing9  Pressure(2:19) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP5B,Mill Gear Box Lub-Titling Pad Bearing10  Pressure(2:20) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP5C,Mill Gear Box Lub-Titling Pad Bearing11  Pressure(2:21),Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YP5D,Mill Gear Box Lub-Titling Pad Bearing12  Pressure(2:22) ,Danfos,MBS 3050-3411-1GB04 ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-250,220,200,25,15,,
,Public,236LU60YT50,Mill Gear Box -Titling Pad (2:31) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,90,80,25,10,,
,Public,236LU60YT51,Mill Gear Box Lub-LP Line (2:02) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,65,60,35,0,,
,Public,236LU60YT5E,Mill Gear Box Lub-Oil Heating (2:53) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,65,60,20,0,,
,Public,236LU60YT5G,Mill Gear Box -Titling Pad (2:32) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,85,75,10,0,,
,Public,236LU60YT5H,Mill Gear Box -Input Shaft (2:35) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,85,75,10,0,,
,Public,236LU60YT5J,Mill Gear Box -Input Shaft (2:36) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,85,75,10,0,,
,Public,236LU57YT70,Roller Lubrication(13:02) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,11,11,,
,Public,236LU56YT60,Roller Lubrication(12:02) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,80,70,11,11,,
,Public,623HU10YP10,Tension Hydrualic Operation Pressure Analog,HYDAC,EDS 1791-P-600-009,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-450,5,9,450,450,,
,Public,623HU10YP20,Tension Hydrualic Oil Pressure Lifting,HYDAC,EDS 1791-P-600-009,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-450,0,0,279,279,,
,Public,623HU10YZ10,Tensioning Cylinder1 Position,MTS,Temposonics Series L,Positioner,4…20mA,24V,2-wire,,,mm,-500,-143,-143,200,200,,
,Public,623HU10YZ20,Tensioning Cylinder2 Position,MTS,Temposonics Series L,Positioner,4…20mA,24V,2-wire,,,mm,-500,-148,-148,200,200,,
,Public,623HU10YZ30,Tensioning Cylinder3 Position,MTS,Temposonics Series L,Positioner,4…20mA,24V,2-wire,,,mm,-500,-145,-145,200,200,,
,Public,236HU55YP42,HSLM 2-Hydrolic Working Pressure(17:32) Pressure,E&H,CERABAR PMP71,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-160,150,100,65,40,,
,Public,236HU55YP43,HSLM 2-Hydrolic Counter Pressure(17:34) Pressure,E&H,CERABAR PMP71,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-160,160,100,50,0,,
,Public,236HU55YT40,HSLM 2-Oil Tank(17:02) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,73,60,5,0,,
,Public,236HU54YP32,HSLM 1-Hydrolic Working Pressure(16:31) Pressure,E&H,CERABAR PMP71,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-160,150,100,65,40,,
,Public,236HU54YP33,HSLM 1-Hydrolic Counter Pressure(16:33) Pressure,E&H,CERABAR PMP71,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-160,160,100,50,0,,
,Public,236HU54YT30,HSLM 1 Oil Tank(16:02) Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-150,70,60,5,0,,
,Public,226HO07YL10,Clay hopper B radar leve,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,90,93,,
,Public,226HO01YL10,Raw Mix B Hopper Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,25,30,90,95,,
,Public,216HO07YL10,Clay hopper A radar leve,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,90,93,,
,Public,216HO01YL10,Raw Mix Hopper A For  Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,30,25,92,95,,
,Public,206HO03YL30,Iron Hopper A Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,93,100,,
,Public,206HO03YL40,Iron Hopper B Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,96,100,,
,Public,206HO01YL30,Additive Hopper A Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,92,98,,
,Public,206HO01YL40,Additive Hopper B Level,VEGA,VEGAPULS SR 68,Level Sensor,4…20mA,24V,2-wire,,,%,0-100,20,40,92,98,,
,Public,623FA77YT10,Booster Fan Motor Bearing Temp1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA77YT11,Booster Fan Motor Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA77YT20,Booster Fan Fixed Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA77YT21,Booster Fan Free Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-150,0,0,85,95,,
,Public,623FA77YV10,Booster Fan Vibration,Bruel & kjaer vibro,VIBROCNTROL 1000 /VS 68,Vibro Sensor,4…20mA,24V,4-wire,,,mm/s,0-10,0,0,8,10,,
,Public,623FA25YP10,Seal Air Fan Pressure Roller 1,E&H,Cerabar T PMC 31-A15F1_D10,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-100,30,40,100,100,,
,Public,623FA25YP11,Seal Air Fan Pressure Roller 2,E&H,Cerabar T PMC 31-A15F1_D10,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-100,30,40,100,100,,
,Public,623FA25YP12,Seal Air Fan Pressure Roller 3,E&H,Cerabar T PMC 31-A15F1_D10,Pressure Transmitter,4…20mA,24V,2-wire,,,mbar,0-100,30,40,100,100,,
,Public,622FA26YT10,Bag Filter25 Fan Fixed Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,70,90,,
,Public,622FA26YT11,Bag Filter25 Fan Free Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,70,90,,
,Public,622FA18YT10,Bag Filter17 Fixed Fan Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,70,90,,
,Public,622FA18YT11,Bag Filter17 Fixed Fan Bearing Temp2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,70,90,,
,Public,436FA20YT20,Exhaust Fan Bearing 1 Temperature Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,85,95,,
,Public,436FA20YT21,Exhaust Fan Bearing 2 Temperature Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,85,95,,
,Public,436FA20YV10,Exahust Fan Motor Vibration 1,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4,7,,
,Public,436FA20YV11,Exahust Fan Motor Vibration 2,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4,7,,
,Public,436FA20YV40,Exhaust Fan Vibration Detector Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,4,7,,
,Public,436FA12YT20,Exhaust Fan Bearing 1 Temperature Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,85,95,,
,Public,436FA12YT21,Exhaust Fan Bearing 2 Temperature Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,85,95,,
,Public,436FA12YV40,Exhaust Fan Vibration Detector Vibration,Bruel & kjaer vibro,VIBROCNTROL 1100 /VS 68,Vibro Sensor,4…20mA,230V,4-wire,,,mm/s,0-20,0,0,7,11,,
,Public,426FA45YZ10,Cement Mill Fan Damper Position,YAKASAWA,N.B33641-1N,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,93,95,,
,Public,416FA45YZ10,Cement Mill Fan Damper Position,YAKASAWA,N.B33641-1N,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,93,95,,
,Public,334FA30YT20,Final Fan Bearing 1 Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,100,110,,
,Public,334FA30YT21,Final Fan Bearing 2 Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-200,0,0,100,110,,
,Public,334FA30YV30,Final Fan Motor Fixed Bearing Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,5.6,14,,
,Public,334FA30YV31,Final Fan Motor Free Bearing Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,5.6,9,,
,Public,334FA30YV32,Final Fan Fixed Bearing  Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,0,0,,
,Public,334FA24YT10,Recirculation Fan Motor winding 1 temperature,MICOM,PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,334FA24YT11,Recirculation Fan Motor winding 2 temperature,MICOM,PT101,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,334FA24YT12,Recirculation Fan Motor winding 3 temperature,MICOM,PT102,Thermometer,4…20mA,24V,2-wire,,,C,0-200,130,100,0,0,,
,Public,334FA24YT13,Recirculation Fan Motor Bearing 1 temperature,MICOM,PT103,Thermometer,4…20mA,24V,2-wire,,,C,0-200,100,75,0,0,,
,Public,334FA24YT14,Recirculation Fan Motor Bearing 2 temperature,MICOM,PT104,Thermometer,4…20mA,24V,2-wire,,,C,0-200,100,75,0,0,,
,Public,334FA24YT20,Recirrculation Fan-Fan Temperature,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,110,100,0,0,,
