Id,Partition,Code,Description,Brand,BrandType,InstrumentType,SignalType,SupplyVoltage,Wiring,Communication,GalvanicIsolation,OperationalUnit,ScaleRange,LimitHH,LimitH,LimitL,LimitLL,Softawre,ExtraData
,Public,623DC31YT40,Filter Inlet Temp2,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,60,80,85,100,,
,Public,623DC31YT60,Filter Outlet Temp,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,70,80,85,100,,
,Public,623DC31YT70,Filter Cones Temp1,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,66.5,70,85,100,,
,Public,623DC31YT80,Filter Cones Temp2,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,66.5,70,85,100,,
,Public,623DC31YT90,Filter Cones Temp3,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,66.5,70,85,100,,
,Public,623DC31YT100,Filter Cones Temp4,SIEMENS,PT100 SITRANS TS 500  7MC7511-1JK13-1BB1-Z,Thermometer,4…20mA,24V,2-wire,,,°C,0-300,66.5,70,85,100,,
,Public,334DB38YZ10,Final Fan Damper Position ,BERNARD,MA4,Positioner,4…20mA,380V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DB38YZ10,Final Fan Damper Position,BERNARD,MA4,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DB37YZ10,Raw Mill Recirculation Fan Damper Position,BERNARD,MB,Vibro Sensor,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,226DB59YZ10,RM Recirculation Damper Position,MATSUSHIMA ,DMR,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,226DB23YZ10,Mill Bypass Damper  Position,MATSUSHIMA ,DMR,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,216DB59YZ10,RM Recirculation Damper Position,MATSUSHIMA ,DMR,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,216DB23YZ10,Mill Bypass Damper Position,MATSUSHIMA ,DMR,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,623DA89YZ10,Exhaust Gas Damper Position,AUMA,AC 01.2 Com No.13265488,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,2,100,100,,
,Public,623DA85YZ10,Recirculation Damper Position,AUMA,AC 01.2 Com No.13265489,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,2,100,100,,
,Public,623DA75YZ10,Hot Gas Damper Position,AUMA,AC 01.2 Com No.13274959,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,623DA61YP10,CLOGGING PRESSURE,E&H,Cerabar S PMC71-AAA1E3GHAAU,Pressure Transmitter,4…20mA,24V,2-wire,,,dapa,-200,-200,-200,-5.7,0,,
,Public,436DA33YZ10,Cement Mill Fresh Air Damper Position,AUMA,NORM SAR.07.5 COM 13089299,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,436DA32YZ10,Damper Position Recopy Position,AUMA,NORM SAR.07.5,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DA17YZ10,fresh air damper position,AUMA,AC 01.1 COM No:13271548,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DA17YZ10,Fresh Air Damper Position,Auma,NORM SAR.07.5 COM 13118477,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DA14YZ10,Raw Mill Recirculation Damper Position,Auma,NORM SA 10.2 COM 13271548,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,334DA13YZ10,Recirculation damper position,AUMA,AC 01.1 COM No:13118477,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,328DA13YZ10,Fresh Air Damper Position,AUMA,AC 01.1 COM No:13089299,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,326DA32YZ10,Tertiary air damper Position,MTS,Temposonics Series L,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,326DA31YZ10,Tertiary air damper Position,MTS,Temposonics Series L,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,403CR07YT10,Crusher Motor Winding Temp Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,403CR07YT20,Crusher Motor Winding Temp Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,403CR07YT30,Crusher Motor Winding Temp Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,327CR04YT50,Crusher Motor Roller 1 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT51,Crusher Motor Roller 1 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT60,Crusher Motor Roller 2 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT61,Crusher Motor Roller 2 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT70,Crusher Motor Roller 3 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,4,5,120,130,,
,Public,327CR04YT71,Crusher Motor Roller 3 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT80,Crusher Motor Roller 4 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,327CR04YT81,Crusher Motor Roller 4 Bearing Temperature,IKN,MRTT.06.0007/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-250,0,0,120,130,,
,Public,114CR05YT10,Limestone Crusher Motor Bearing Temp. No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YT11,Limestone Crusher Motor Winding Temp. No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,114CR05YT12,Limestone Crusher Motor Winding Temp. No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,114CR05YT13,Limestone Crusher Motor Winding Temp. No.3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,115,,
,Public,114CR05YT20,Limestone Crusher Motor Bearing Temp. No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YT21,Crusher  Rotor Fixed  Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YT22,Crusher  Rotor Free Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YT23,Crusher  Motor Pulley Fixed Bearing Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YT24,Crusher  Motor Pulley Free BRG Temp,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,114CR05YV10,Limestone Crusher Motor Vibration,HANSFORD ,HS-4200200238,Vibro Sensor,4…20mA,24V,2-wire,,,mm/s,0-20,0,0,8,16,,
,Public,620CM01YP10,Air Compressor 1 Pressure,SIEMENS,SITRANCE P 7MF 4033-1DB00-1AB6,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-10,5.4,6.5,8.8,10,,
,Public,428CM17YT11,Air Compressor Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM17YT12,Air Compressor Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM17YT13,Air Compressor Motor 2 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM17YT14,Air Compressor Motor 2 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,428CM17YT15,Air Compressor Motor 2 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,428CM13YT11,Air Compressor Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM13YT12,Air Compressor Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM13YT13,Air Compressor Motor 1 Winding Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,100,114,,
,Public,428CM13YT14,Air Compressor Motor 1 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,428CM13YT15,Air Compressor Motor 1 Bearing Temp.   ,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,80,90,,
,Public,418CM17YT11,Air Compressor Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,90,100,,
,Public,418CM17YT12,Air Compressor Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,90,100,,
,Public,418CM17YT13,Air Compressor Motor 2 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,90,100,,
,Public,418CM17YT14,Air Compressor Motor 2 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,90,100,,
,Public,418CM17YT15,Air Compressor Motor 2 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,90,100,,
,Public,418CM13YT11,Air Compressor Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,55,60,,
,Public,418CM13YT12,Air Compressor Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,55,60,,
,Public,418CM13YT13,Air Compressor Motor 1 Winding,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,55,60,,
,Public,418CM13YT14,Air Compressor Motor 1 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,55,60,,
,Public,418CM13YT15,Air Compressor Motor 1 Bearing,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,70,80,,
,Public,115BC07YT10,Long Belt Conveyor 2 Motor 1 Bearing Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT11,Long Belt Conveyor 2 Motor 1 Winding Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT12,Long Belt Conveyor 2 Motor 1 Winding Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT13,Long Belt Conveyor 2 Motor 1 Winding Temp No.3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT20,Long Belt Conveyor 2 Motor 1 Bearing Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT21,Long Belt Conveyor 2 Motor 2 Winding Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT22,Long Belt Conveyor 2 Motor 2 Winding Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT23,Long Belt Conveyor 2 Motor 2 Winding Temp No.3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT30,Long Belt Conveyor 2 Motor 2 Bearing Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC07YT40,Long Belt Conveyor 2 Motor 2 Bearing Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT10,Long Belt Conveyor 1 Motor 1 Bearing Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT11,Long Belt Conveyor 1 Motor 1 Winding Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT12,Long Belt Conveyor 1 Motor 1 Winding Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT13,Long Belt Conveyor 1 Motor 1 Winding Temp No.3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT20,Long Belt Conveyor 1 Motor 1 Bearing Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT21,Long Belt Conveyor 1 Motor 2 Winding Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT22,Long Belt Conveyor 1 Motor 2 Winding Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT23,Long Belt Conveyor 1 Motor 2 Winding Temp No.3,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT30,Long Belt Conveyor 1 Motor 2 Bearing Temp No.1,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC05YT40,Long Belt Conveyor 1 Motor 2 Bearing Temp No.2,LOREME,CNL45/PT100,Thermometer,4…20mA,24V,2-wire,,,C,0-200,0,0,120,130,,
,Public,115BC03YF10, Limestone Belt Scale Flow Rate,Schenck,INTERCONT PLUS,,4…20mA,230V,4-wire,,,t/h,0-1400,0,10,900,1300,,
,Public,105BC01YW10,Raw Mix Total Feed Rate Weight,Kawatetsue,ERM-15,,4…20mA,230V,4-wire,,,T/H,0-1400,0,0,1200,1350,,
,Public,623AW27YF10,Water Injection Water Flow,E&H,PROMAG W 10W32-UA0A1AA0A4AA,Flowmeter,4…20mA,24V,2-wire,,,l/H,0-6000,0,0,4000,6000,,
,Public,623AW27YT10,Water Tempreture,ACS,KTM-CA0/PT100,Thermometer,4…20mA,24V,2-wire,,,°C,0-100,0,0,85,95,,
,Public,436AW47YF10,Mill Water Injection Flow meter Flow,ELETTA,D5-FA25,Flowmeter,4…20mA,24V,4-wire,,,l/m,0-120,0,0,80,100,,
,Public,436AW47YF20,Mill Water Injection Flow meter Flow,YOKOGAWA,ROTA,Flowmeter,4…20mA,24V,2-wire,,,l/h,0-3500,0,0,2500,3500,,
,Public,436AW47YZ10,Mill water control valve chamber 1 Position,ARMATUREEN,ARI-PREMIO TYPE 5.0 KN,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,436AW47YZ20,Mill water control valve chamber 1 Position,ARMATUREEN,ARI-PREMIO TYPE 5.0 KN,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,100,100,,
,Public,426AW27YF10,Cooling Water Inlet Flow   ,ABB,2600T 266DSHHSSA2B1,Flowmeter,4…20mA,24V,2-wire,,,m3/hr,0-5,0,0,2.5,2.8,,
,Public,426AW27YF20,Cooling Water Outlet Flow   ,ABB,2600T 266DSHHSSA2B1,Flowmeter,4…20mA,24V,2-wire,,,m3/hr,0-5,0,0.5,2.5,2.8,,
,Public,426AW27YP10,CMA spray system water pressure,KENT ,K-DCA ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0.5,1.5,7,16,,
,Public,426AW27YP20,CMA spray system air pressure,KENT ,K-DCA ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,2,2.5,5,7,,
,Public,426AW27YZ10,Water Control Valve Inlet  ,Seibu,SEIMITTER MODEL A84603,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,90,100,,
,Public,426AW27YZ20,Water Control Valve Outlet  ,Seibu,SEIMITTER MODEL A84603,Positioner,4…20mA,230V,4-wire,,,%,0-100,0,0,90,100,,
,Public,416AW27YF10,Cooling Water Inlet,ABB,2600T 266DSHHSSA2B1,Flowmeter,4…20mA,24V,2-wire,,,m3/h,0-3,0,0,2.5,2.8,,
,Public,416AW27YF20,Cooling Water Outlet,ABB,2600T 266DSHHSSA2B1,Flowmeter,4…20mA,24V,2-wire,,,m3/h,0-3,0,0,2.5,3,,
,Public,416AW27YP10,CMA spray system water pressure,KENT ,K-DCA ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,0.5,1.5,7,16,,
,Public,416AW27YP20,CMA spray system air pressure,KENT ,K-DCA ,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-16,2,2.5,5,7,,
,Public,416AW27YZ10,Water Control Valve Inlet,Seibu,SEIMITTER MODEL A84603,Positioner,4…20mA,24V,4-wire,,,%,0-100,0,0,90,98,,
,Public,416AW27YZ20,Water Control Valve Outlet,Seibu,SEIMITTER MODEL A84603,Positioner,4…20mA,24V,4-wire,,,%,0-100,0,0,90,98,,
,Public,327AW23YZ10, Motorized Flow Control Valve Position,ARI-Armaturen ,THURST ACTUATOR 2.2KN,Positioner,4…20mA,24V,2-wire,,,%,0-100,0,0,100,100,,
,Public,323AG27YX10,Preheater Outlet CO,ABB,ACX(URAS26&MAGNOS27),,4…20mA,230V,4-wire,,,%,0-3,0,0,0.95,1.9,,
,Public,323AG27YX11,Preheater Outlet O2,ABB,ACX(URAS26&MAGNOS27),,4…20mA,230V,4-wire,,,%,0-25,0,0,10,25,,
,Public,323AG27YX12,Preheater Outlet NO,ABB,ACX(URAS26&MAGNOS27),,4…20mA,230V,4-wire,,,PPM,0-5000,0,1500,2000,5000,,
,Public,323AG27YX13,Preheater Outlet CH4,ABB,ACX(URAS26&MAGNOS27),,4…20mA,230V,4-wire,,,PPM,0-5000,0,0,500,1000,,
,Public,323AG26YX10,Kiln Inlet CO,ABB/SIEMENS,"ACK(URAS26&MAGNOS27)/
ULTRAMATE 23",,4…20mA,230V,4-wire,,,%,0-2,0,0,0.6,2,,
,Public,323AG26YX11,Kiln Inlet O2,ABB/SIEMENS,"ACK(URAS26&MAGNOS27)/
ULTRAMATE 23",,4…20mA,230V,4-wire,,,%,0-25,0,1.85,10,25,,
,Public,323AG26YX12,Kiln Inlet NO,ABB/SIEMENS,"ACK(URAS26&MAGNOS27)/
ULTRAMATE 23",,4…20mA,230V,4-wire,,,PPM,0-4000,0,0,2900,3000,,
,Public,323AG26YX13,Kiln Inlet CH4,ABB/SIEMENS,"ACK(URAS26&MAGNOS27)/
ULTRAMATE 23",,4…20mA,230V,4-wire,,,%,0-2,0,0,1.5,2,,
,Public,624AB27YP10,Blower to Kiln Burner Pressure,SIEMENS,SITRANS P 7MF 4033-1BB00-1RB6,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-1,0,0,0.6,0.75,,
,Public,624AB09YP10,Blower to Calciner Burner Pressure,SIEMENS,SITRANS P 7MF 4033-1BB00-1RB6,Pressure Transmitter,4…20mA,24V,2-wire,,,bar,0-1,0,0,0.43,0.75,,
